season,week,contestant,total_score,avg_score,n_judges,status,placement,voting_method,is_finalist,estimated_vote_prop,vote_certainty
3,1,Joey Lawrence,21.0,7.0,3,active,3,percentage,True,0.09090909090909091,0.14150943396226412
3,1,Mario Lopez,26.0,8.666666666666666,3,active,2,percentage,True,0.09090909090909091,0.14150943396226412
3,1,Emmitt Smith,24.0,8.0,3,active,1,percentage,True,0.09090909090909091,0.14150943396226412
3,1,Shanna Moakler,18.0,6.0,3,active,10,percentage,False,0.09090909090909091,0.14150943396226412
3,1,Willa Ford,22.0,7.333333333333333,3,active,7,percentage,False,0.09090909090909091,0.14150943396226412
3,1,Sara Evans,15.0,5.0,3,active,6,percentage,False,0.09090909090909091,0.14150943396226412
3,1,Jerry Springer,16.0,5.333333333333333,3,active,5,percentage,False,0.09090909090909091,0.14150943396226412
3,1,Tucker Carlson,12.0,4.0,3,eliminated_this_week,11,percentage,False,0.09090909090909091,0.14150943396226412
3,2,Harry Hamlin,21.0,7.0,3,active,9,percentage,False,0.1,0.010000000000000009
3,2,Vivica A. Fox,24.0,8.0,3,active,8,percentage,False,0.1,0.010000000000000009
3,2,Monique Coleman,26.0,8.666666666666666,3,active,4,percentage,False,0.1,0.010000000000000009
3,2,Joey Lawrence,29.0,9.666666666666666,3,active,3,percentage,True,0.1,0.010000000000000009
3,2,Mario Lopez,21.0,7.0,3,active,2,percentage,True,0.1,0.010000000000000009
3,2,Emmitt Smith,24.0,8.0,3,active,1,percentage,True,0.1,0.010000000000000009
3,2,Shanna Moakler,22.0,7.333333333333333,3,eliminated_this_week,10,percentage,False,0.09297826086956522,0.010000000000000009
3,2,Willa Ford,23.0,7.666666666666667,3,active,7,percentage,False,0.1,0.010000000000000009
3,2,Sara Evans,21.0,7.0,3,active,6,percentage,False,0.1,0.010000000000000009
3,2,Jerry Springer,19.0,6.333333333333333,3,active,5,percentage,False,0.10702173913043479,0.010000000000000009
3,3,Harry Hamlin,22.0,7.333333333333333,3,eliminated_this_week,9,percentage,False,0.1033647342995169,0.010000000000000009
3,3,Vivica A. Fox,27.0,9.0,3,active,8,percentage,False,0.1111111111111111,0.010000000000000009
3,3,Monique Coleman,27.0,9.0,3,active,4,percentage,False,0.1111111111111111,0.010000000000000009
3,3,Joey Lawrence,22.0,7.333333333333333,3,active,3,percentage,True,0.1111111111111111,0.010000000000000009
3,3,Mario Lopez,22.0,7.333333333333333,3,active,2,percentage,True,0.1111111111111111,0.010000000000000009
3,3,Emmitt Smith,19.0,6.333333333333333,3,active,1,percentage,True,0.1188574879227053,0.010000000000000009
3,3,Willa Ford,22.0,7.333333333333333,3,active,7,percentage,False,0.1111111111111111,0.010000000000000009
3,3,Sara Evans,25.0,8.333333333333334,3,active,6,percentage,False,0.1111111111111111,0.010000000000000009
3,3,Jerry Springer,21.0,7.0,3,active,5,percentage,False,0.1111111111111111,0.010000000000000009
3,4,Vivica A. Fox,24.0,8.0,3,eliminated_this_week,8,percentage,False,0.11423232323270219,0.010000000000000009
3,4,Monique Coleman,24.0,8.0,3,active,4,percentage,False,0.12499999999977263,0.010000000000000009
3,4,Joey Lawrence,27.0,9.0,3,active,3,percentage,True,0.12499999999977263,0.010000000000000009
3,4,Mario Lopez,29.0,9.666666666666666,3,active,2,percentage,True,0.12499999999977263,0.010000000000000009
3,4,Emmitt Smith,24.0,8.0,3,active,1,percentage,True,0.12499999999977263,0.010000000000000009
3,4,Willa Ford,28.0,9.333333333333334,3,active,7,percentage,False,0.12499999999977263,0.010000000000000009
3,4,Sara Evans,20.0,6.666666666666667,3,active,6,percentage,False,0.1354343434347224,0.010000000000000009
3,4,Jerry Springer,22.0,7.333333333333333,3,active,5,percentage,False,0.1253333333337123,0.010000000000000009
3,5,Monique Coleman,27.0,9.0,3,active,4,percentage,False,0.14285714285740272,0.010000000000000009
3,5,Joey Lawrence,25.0,8.333333333333334,3,active,3,percentage,True,0.14310714285694795,0.010000000000000009
3,5,Mario Lopez,27.0,9.0,3,active,2,percentage,True,0.14285714285740272,0.010000000000000009
3,5,Emmitt Smith,27.0,9.0,3,active,1,percentage,True,0.14285714285740272,0.010000000000000009
3,5,Willa Ford,27.0,9.0,3,eliminated_this_week,7,percentage,False,0.13105741910004187,0.010000000000000009
3,5,Sara Evans,24.0,8.0,3,active,6,percentage,False,0.148632004735401,0.010000000000000009
3,5,Jerry Springer,24.0,8.0,3,active,5,percentage,False,0.148632004735401,0.010000000000000009
3,6,Monique Coleman,23.0,7.666666666666667,3,active,4,percentage,False,0.19491525423728814,0.3
3,6,Joey Lawrence,24.0,8.0,3,active,3,percentage,True,0.2033898305084746,0.3
3,6,Mario Lopez,28.0,9.333333333333334,3,active,2,percentage,True,0.23728813559322035,0.3
3,6,Emmitt Smith,25.0,8.333333333333334,3,active,1,percentage,True,0.211864406779661,0.3
3,6,Jerry Springer,18.0,6.0,3,active,5,percentage,False,0.15254237288135594,0.3
3,7,Monique Coleman,27.0,9.0,3,active,4,percentage,False,0.2,0.2962962962962967
3,7,Joey Lawrence,28.5,9.5,3,active,3,percentage,True,0.2,0.2962962962962967
3,7,Mario Lopez,28.0,9.333333333333334,3,active,2,percentage,True,0.2,0.2962962962962967
3,7,Emmitt Smith,28.5,9.5,3,active,1,percentage,True,0.2,0.2962962962962967
3,7,Jerry Springer,23.0,7.666666666666667,3,eliminated_this_week,5,percentage,False,0.2,0.2962962962962967
3,8,Monique Coleman,26.5,8.833333333333334,3,eliminated_this_week,4,percentage,False,0.25,0.0458715596330278
3,8,Joey Lawrence,27.0,9.0,3,active,3,percentage,True,0.25,0.0458715596330278
3,8,Mario Lopez,28.5,9.5,3,active,2,percentage,True,0.25,0.0458715596330278
3,8,Emmitt Smith,27.0,9.0,3,active,1,percentage,True,0.25,0.0458715596330278
3,9,Joey Lawrence,29.5,9.833333333333334,3,active,3,percentage,True,0.3333333333333333,0.3
3,9,Mario Lopez,29.5,9.833333333333334,3,active,2,percentage,True,0.3333333333333333,0.3
3,9,Emmitt Smith,29.5,9.833333333333334,3,active,1,percentage,True,0.3333333333333333,0.3
3,10,Mario Lopez,29.666600000000003,9.888866666666667,3,active,2,percentage,True,0.5,0.3
3,10,Emmitt Smith,29.666600000000003,9.888866666666667,3,active,1,percentage,True,0.5,0.3
4,1,John Ratzenberger,17.0,5.666666666666667,3,active,6,percentage,False,0.0825242718446602,0.3
4,1,Ian Ziering,21.0,7.0,3,active,4,percentage,False,0.10194174757281553,0.3
4,1,Clyde Drexler,16.0,5.333333333333333,3,active,8,percentage,False,0.07766990291262135,0.3
4,1,Laila Ali,23.0,7.666666666666667,3,active,3,percentage,True,0.11165048543689321,0.3
4,1,Apolo Anton Ohno,21.0,7.0,3,active,1,percentage,True,0.10194174757281553,0.3
4,1,Shandi Finnessey,19.0,6.333333333333333,3,active,10,percentage,False,0.09223300970873786,0.3
4,1,Paulina Porizkova,19.0,6.333333333333333,3,active,11,percentage,False,0.09223300970873786,0.3
4,1,Heather Mills,18.0,6.0,3,active,7,percentage,False,0.08737864077669903,0.3
4,1,Billy Ray Cyrus,13.0,4.333333333333333,3,active,5,percentage,False,0.06310679611650485,0.3
4,1,Joey Fatone,24.0,8.0,3,active,2,percentage,True,0.11650485436893204,0.3
4,1,Leeza Gibbons,15.0,5.0,3,active,9,percentage,False,0.07281553398058252,0.3
4,2,John Ratzenberger,21.0,7.0,3,active,6,percentage,False,0.09090909090909091,0.010000000000000286
4,2,Ian Ziering,22.0,7.333333333333333,3,active,4,percentage,False,0.09090909090909091,0.010000000000000286
4,2,Clyde Drexler,18.0,6.0,3,active,8,percentage,False,0.09753153988868275,0.010000000000000286
4,2,Laila Ali,27.0,9.0,3,active,3,percentage,True,0.09090909090909091,0.010000000000000286
4,2,Apolo Anton Ohno,26.0,8.666666666666666,3,active,1,percentage,True,0.09090909090909091,0.010000000000000286
4,2,Shandi Finnessey,20.0,6.666666666666667,3,active,10,percentage,False,0.09090909090909091,0.010000000000000286
4,2,Paulina Porizkova,21.0,7.0,3,eliminated_this_week,11,percentage,False,0.08428664192949907,0.010000000000000286
4,2,Heather Mills,24.0,8.0,3,active,7,percentage,False,0.09090909090909091,0.010000000000000286
4,2,Billy Ray Cyrus,21.0,7.0,3,active,5,percentage,False,0.09090909090909091,0.010000000000000286
4,2,Joey Fatone,24.0,8.0,3,active,2,percentage,True,0.09090909090909091,0.010000000000000286
4,2,Leeza Gibbons,21.0,7.0,3,active,9,percentage,False,0.09090909090909091,0.010000000000000286
4,3,John Ratzenberger,20.0,6.666666666666667,3,active,6,percentage,False,0.1,0.010000000000000009
4,3,Ian Ziering,24.0,8.0,3,active,4,percentage,False,0.1,0.010000000000000009
4,3,Clyde Drexler,16.0,5.333333333333333,3,active,8,percentage,False,0.11196788990825689,0.010000000000000009
4,3,Laila Ali,21.0,7.0,3,active,3,percentage,True,0.1,0.010000000000000009
4,3,Apolo Anton Ohno,23.0,7.666666666666667,3,active,1,percentage,True,0.1,0.010000000000000009
4,3,Shandi Finnessey,21.0,7.0,3,eliminated_this_week,10,percentage,False,0.08803211009174312,0.010000000000000009
4,3,Heather Mills,24.0,8.0,3,active,7,percentage,False,0.1,0.010000000000000009
4,3,Billy Ray Cyrus,21.0,7.0,3,active,5,percentage,False,0.1,0.010000000000000009
4,3,Joey Fatone,24.0,8.0,3,active,2,percentage,True,0.1,0.010000000000000009
4,3,Leeza Gibbons,24.0,8.0,3,active,9,percentage,False,0.1,0.010000000000000009
4,4,John Ratzenberger,16.0,5.333333333333333,3,active,6,percentage,False,0.11111111111109848,0.010000000000000009
4,4,Ian Ziering,24.0,8.0,3,active,4,percentage,False,0.11111111111109848,0.010000000000000009
4,4,Clyde Drexler,15.0,5.0,3,active,8,percentage,False,0.11424269005852374,0.010000000000000009
4,4,Laila Ali,21.0,7.0,3,active,3,percentage,True,0.11111111111109848,0.010000000000000009
4,4,Apolo Anton Ohno,26.0,8.666666666666666,3,active,1,percentage,True,0.11111111111109848,0.010000000000000009
4,4,Heather Mills,23.0,7.666666666666667,3,active,7,percentage,False,0.11111111111109848,0.010000000000000009
4,4,Billy Ray Cyrus,21.0,7.0,3,active,5,percentage,False,0.11111111111109848,0.010000000000000009
4,4,Joey Fatone,28.0,9.333333333333334,3,active,2,percentage,True,0.11111111111109848,0.010000000000000009
4,4,Leeza Gibbons,16.0,5.333333333333333,3,eliminated_this_week,9,percentage,False,0.10797953216378689,0.010000000000000009
4,5,John Ratzenberger,18.0,6.0,3,active,6,percentage,False,0.125,0.22727272727272735
4,5,Ian Ziering,24.0,8.0,3,active,4,percentage,False,0.125,0.22727272727272735
4,5,Clyde Drexler,13.0,4.333333333333333,3,eliminated_this_week,8,percentage,False,0.125,0.22727272727272735
4,5,Laila Ali,28.0,9.333333333333334,3,active,3,percentage,True,0.125,0.22727272727272735
4,5,Apolo Anton Ohno,30.0,10.0,3,active,1,percentage,True,0.125,0.22727272727272735
4,5,Heather Mills,21.0,7.0,3,active,7,percentage,False,0.125,0.22727272727272735
4,5,Billy Ray Cyrus,17.0,5.666666666666667,3,active,5,percentage,False,0.125,0.22727272727272735
4,5,Joey Fatone,25.0,8.333333333333334,3,active,2,percentage,True,0.125,0.22727272727272735
4,6,John Ratzenberger,19.0,6.333333333333333,3,active,6,percentage,False,0.1549551820728291,0.009999999999999454
4,6,Ian Ziering,24.0,8.0,3,active,4,percentage,False,0.14285714285714285,0.009999999999999454
4,6,Laila Ali,28.0,9.333333333333334,3,active,3,percentage,True,0.14285714285714285,0.009999999999999454
4,6,Apolo Anton Ohno,28.0,9.333333333333334,3,active,1,percentage,True,0.14285714285714285,0.009999999999999454
4,6,Heather Mills,23.0,7.666666666666667,3,eliminated_this_week,7,percentage,False,0.13042577030812325,0.009999999999999454
4,6,Billy Ray Cyrus,21.0,7.0,3,active,5,percentage,False,0.14319047619047617,0.009999999999999454
4,6,Joey Fatone,27.0,9.0,3,active,2,percentage,True,0.14285714285714285,0.009999999999999454
4,7,John Ratzenberger,22.5,7.5,3,eliminated_this_week,6,percentage,False,0.1548398058240301,0.010000000000000009
4,7,Ian Ziering,27.0,9.0,3,active,4,percentage,False,0.166666666667273,0.010000000000000009
4,7,Laila Ali,29.5,9.833333333333334,3,active,3,percentage,True,0.166666666667273,0.010000000000000009
4,7,Apolo Anton Ohno,27.0,9.0,3,active,1,percentage,True,0.166666666667273,0.010000000000000009
4,7,Billy Ray Cyrus,19.0,6.333333333333333,3,active,5,percentage,False,0.17849352750687797,0.010000000000000009
4,7,Joey Fatone,29.5,9.833333333333334,3,active,2,percentage,True,0.166666666667273,0.010000000000000009
4,8,Ian Ziering,23.5,7.833333333333333,3,active,4,percentage,False,0.2,0.3585657370517925
4,8,Laila Ali,26.5,8.833333333333334,3,active,3,percentage,True,0.2,0.3585657370517925
4,8,Apolo Anton Ohno,29.0,9.666666666666666,3,active,1,percentage,True,0.2,0.3585657370517925
4,8,Billy Ray Cyrus,19.0,6.333333333333333,3,eliminated_this_week,5,percentage,False,0.2,0.3585657370517925
4,8,Joey Fatone,27.5,9.166666666666666,3,active,2,percentage,True,0.2,0.3585657370517925
4,9,Ian Ziering,29.0,9.666666666666666,3,eliminated_this_week,4,percentage,False,0.25,0.04219409282700426
4,9,Laila Ali,30.0,10.0,3,active,3,percentage,True,0.25,0.04219409282700426
4,9,Apolo Anton Ohno,29.5,9.833333333333334,3,active,1,percentage,True,0.25,0.04219409282700426
4,9,Joey Fatone,30.0,10.0,3,active,2,percentage,True,0.25,0.04219409282700426
4,10,Laila Ali,28.333200000000005,9.444400000000002,3,active,3,percentage,True,0.3281854310465651,0.3
4,10,Apolo Anton Ohno,29.3332,9.777733333333334,3,active,1,percentage,True,0.33976850076853665,0.3
4,10,Joey Fatone,28.6665,9.5555,3,active,2,percentage,True,0.3320460681848982,0.3
5,1,Cameron Mathison,21.0,7.0,3,active,5,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Jane Seymour,24.0,8.0,3,active,6,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Sabrina Bryan,26.0,8.666666666666666,3,active,7,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Jennie Garth,21.0,7.0,3,active,4,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Floyd Mayweather Jr. ,18.0,6.0,3,active,9,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Josie Maran,16.0,5.333333333333333,3,eliminated_this_week,12,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Albert Reed,21.0,7.0,3,active,11,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Helio Castroneves,25.0,8.333333333333334,3,active,1,percentage,True,0.08333333333333333,0.07782101167315203
5,1,Mel B,24.0,8.0,3,active,2,percentage,True,0.08333333333333333,0.07782101167315203
5,1,Wayne Newton,19.0,6.333333333333333,3,active,10,percentage,False,0.08333333333333333,0.07782101167315203
5,1,Marie Osmond,21.0,7.0,3,active,3,percentage,True,0.08333333333333333,0.07782101167315203
5,1,Mark Cuban,21.0,7.0,3,active,8,percentage,False,0.08333333333333333,0.07782101167315203
5,2,Cameron Mathison,21.0,7.0,3,active,5,percentage,False,0.09090909090909091,0.010000000000000009
5,2,Jane Seymour,21.0,7.0,3,active,6,percentage,False,0.09090909090909091,0.010000000000000009
5,2,Sabrina Bryan,26.0,8.666666666666666,3,active,7,percentage,False,0.09090909090909091,0.010000000000000009
5,2,Jennie Garth,21.0,7.0,3,active,4,percentage,False,0.09090909090909091,0.010000000000000009
5,2,Floyd Mayweather Jr. ,21.0,7.0,3,active,9,percentage,False,0.09090909090909091,0.010000000000000009
5,2,Albert Reed,21.0,7.0,3,eliminated_this_week,11,percentage,False,0.07763738222561753,0.010000000000000009
5,2,Helio Castroneves,27.0,9.0,3,active,1,percentage,True,0.09090909090909091,0.010000000000000009
5,2,Mel B,23.0,7.666666666666667,3,active,2,percentage,True,0.09090909090909091,0.010000000000000009
5,2,Wayne Newton,15.0,5.0,3,active,10,percentage,False,0.10384746625923097,0.010000000000000009
5,2,Marie Osmond,24.0,8.0,3,active,3,percentage,True,0.09090909090909091,0.010000000000000009
5,2,Mark Cuban,18.0,6.0,3,active,8,percentage,False,0.09124242424242425,0.010000000000000009
5,3,Cameron Mathison,23.0,7.666666666666667,3,active,5,percentage,False,0.1,0.08368200836820078
5,3,Jane Seymour,27.0,9.0,3,active,6,percentage,False,0.1,0.08368200836820078
5,3,Sabrina Bryan,27.0,9.0,3,active,7,percentage,False,0.1,0.08368200836820078
5,3,Jennie Garth,26.0,8.666666666666666,3,active,4,percentage,False,0.1,0.08368200836820078
5,3,Floyd Mayweather Jr. ,21.0,7.0,3,active,9,percentage,False,0.1,0.08368200836820078
5,3,Helio Castroneves,24.0,8.0,3,active,1,percentage,True,0.1,0.08368200836820078
5,3,Mel B,27.0,9.0,3,active,2,percentage,True,0.1,0.08368200836820078
5,3,Wayne Newton,18.0,6.0,3,eliminated_this_week,10,percentage,False,0.1,0.08368200836820078
5,3,Marie Osmond,26.0,8.666666666666666,3,active,3,percentage,True,0.1,0.08368200836820078
5,3,Mark Cuban,20.0,6.666666666666667,3,active,8,percentage,False,0.1,0.08368200836820078
5,4,Cameron Mathison,27.0,9.0,3,active,5,percentage,False,0.1111111111111111,0.010000000000000009
5,4,Jane Seymour,26.0,8.666666666666666,3,active,6,percentage,False,0.1111111111111111,0.010000000000000009
5,4,Sabrina Bryan,30.0,10.0,3,active,7,percentage,False,0.1111111111111111,0.010000000000000009
5,4,Jennie Garth,27.0,9.0,3,active,4,percentage,False,0.1111111111111111,0.010000000000000009
5,4,Floyd Mayweather Jr. ,23.0,7.666666666666667,3,eliminated_this_week,9,percentage,False,0.10847435897435896,0.010000000000000009
5,4,Helio Castroneves,27.0,9.0,3,active,1,percentage,True,0.1111111111111111,0.010000000000000009
5,4,Mel B,26.0,8.666666666666666,3,active,2,percentage,True,0.1111111111111111,0.010000000000000009
5,4,Marie Osmond,26.0,8.666666666666666,3,active,3,percentage,True,0.1111111111111111,0.010000000000000009
5,4,Mark Cuban,22.0,7.333333333333333,3,active,8,percentage,False,0.11374786324786323,0.010000000000000009
5,5,Cameron Mathison,26.0,8.666666666666666,3,active,5,percentage,False,0.12499999999999956,0.010000000000000009
5,5,Jane Seymour,26.0,8.666666666666666,3,active,6,percentage,False,0.12499999999999956,0.010000000000000009
5,5,Sabrina Bryan,28.0,9.333333333333334,3,active,7,percentage,False,0.12499999999999956,0.010000000000000009
5,5,Jennie Garth,25.0,8.333333333333334,3,active,4,percentage,False,0.12499999999999956,0.010000000000000009
5,5,Helio Castroneves,23.0,7.666666666666667,3,active,1,percentage,True,0.12499999999999956,0.010000000000000009
5,5,Mel B,29.0,9.666666666666666,3,active,2,percentage,True,0.12499999999999956,0.010000000000000009
5,5,Marie Osmond,21.0,7.0,3,active,3,percentage,True,0.12550000000000133,0.010000000000000009
5,5,Mark Cuban,21.0,7.0,3,eliminated_this_week,8,percentage,False,0.12450000000000133,0.010000000000000009
5,6,Cameron Mathison,25.0,8.333333333333334,3,active,5,percentage,False,0.14285714285714285,0.010000000000000009
5,6,Jane Seymour,22.0,7.333333333333333,3,active,6,percentage,False,0.15059788359788356,0.010000000000000009
5,6,Sabrina Bryan,25.0,8.333333333333334,3,eliminated_this_week,7,percentage,False,0.1329312169312169,0.010000000000000009
5,6,Jennie Garth,27.0,9.0,3,active,4,percentage,False,0.14285714285714285,0.010000000000000009
5,6,Helio Castroneves,28.0,9.333333333333334,3,active,1,percentage,True,0.14285714285714285,0.010000000000000009
5,6,Mel B,30.0,10.0,3,active,2,percentage,True,0.14285714285714285,0.010000000000000009
5,6,Marie Osmond,23.0,7.666666666666667,3,active,3,percentage,True,0.14504232804232803,0.010000000000000009
5,7,Cameron Mathison,25.5,8.5,3,active,5,percentage,False,0.16666666666666666,0.03205128205128194
5,7,Jane Seymour,25.0,8.333333333333334,3,eliminated_this_week,6,percentage,False,0.16666666666666666,0.03205128205128194
5,7,Jennie Garth,26.5,8.833333333333334,3,active,4,percentage,False,0.16666666666666666,0.03205128205128194
