season,week,rank_bias,pct_bias,bias_diff
15,3,-0.09090909090909091,-0.09090909090909091,0.0
15,4,-0.1111111111111111,-0.1111111111111111,0.0
15,6,-0.875,-0.875,0.0
15,8,-0.7142857142857143,0.8571428571428571,-1.5714285714285714
15,9,-0.4,0.8,-1.2000000000000002
16,3,0.9090909090909091,0.9090909090909091,0.0
16,4,-0.1,-0.1,0.0
16,5,-0.1111111111111111,-0.1111111111111111,0.0
16,6,0.875,0.875,0.0
16,7,0.8571428571428571,0.8571428571428571,0.0
16,8,0.8333333333333334,0.8333333333333334,0.0
16,9,0.8,0.8,0.0
16,10,-0.25,-0.25,0.0
17,2,-0.08333333333333333,-0.08333333333333333,0.0
17,3,-0.09090909090909091,-0.09090909090909091,0.0
17,4,0.9,0.9,0.0
17,5,0.8888888888888888,-0.8888888888888888,1.7777777777777777
17,7,-0.375,-0.375,0.0
17,8,-0.2857142857142857,-0.2857142857142857,0.0
17,9,-0.6666666666666666,-0.6666666666666666,0.0
17,10,-0.2,-0.2,0.0
17,11,0.75,0.75,0.0
18,2,-0.36363636363636365,-0.36363636363636365,0.0
18,5,-0.1111111111111111,-0.1111111111111111,0.0
18,6,-0.125,-0.125,0.0
18,7,0.8571428571428571,0.8571428571428571,0.0
18,8,-0.5,-0.5,0.0
18,9,-0.4,-0.4,0.0
18,10,-0.25,-0.25,0.0
19,1,-0.07692307692307693,-0.07692307692307693,0.0
19,2,-0.3333333333333333,-0.3333333333333333,0.0
19,3,0.9090909090909091,0.9090909090909091,0.0
19,4,-0.4,-0.4,0.0
19,6,-0.4444444444444444,-0.4444444444444444,0.0
19,7,-0.125,-0.125,0.0
19,8,0.8571428571428571,0.8571428571428571,0.0
19,9,-0.16666666666666666,-0.16666666666666666,0.0
19,10,0.8,0.8,0.0
19,11,0.75,0.75,0.0
20,2,-0.5833333333333334,-0.5833333333333334,0.0
20,3,-0.09090909090909091,-0.09090909090909091,0.0
20,4,-0.3,-0.3,0.0
20,5,-0.4444444444444444,-0.4444444444444444,0.0
20,6,-0.25,-0.25,0.0
20,7,-0.7142857142857143,-0.7142857142857143,0.0
20,8,-0.3333333333333333,0.8333333333333334,-1.1666666666666667
20,9,0.25,-0.75,1.0
21,2,-0.3076923076923077,0.9230769230769231,-1.2307692307692308
21,4,0.9,0.9,0.0
21,6,0.8888888888888888,0.8888888888888888,0.0
21,7,-0.75,-0.75,0.0
21,8,0.8571428571428571,0.8571428571428571,0.0
21,9,-0.8333333333333334,-0.8333333333333334,0.0
21,11,-0.75,-0.75,0.0
22,2,0.9166666666666666,0.9166666666666666,0.0
22,3,0.9090909090909091,0.9090909090909091,0.0
22,4,-0.2,-0.2,0.0
22,6,0.8888888888888888,0.8888888888888888,0.0
22,7,-0.25,-0.25,0.0
22,8,-0.8333333333333334,-0.8333333333333334,0.0
22,9,0.8,0.8,0.0
23,2,-0.23076923076923078,-0.23076923076923078,0.0
23,3,-0.08333333333333333,-0.08333333333333333,0.0
23,4,-0.45454545454545453,0.9090909090909091,-1.3636363636363635
23,6,0.8888888888888888,0.8888888888888888,0.0
23,7,-0.25,-0.25,0.0
23,8,-0.2857142857142857,-0.2857142857142857,0.0
23,9,-0.16666666666666666,-0.16666666666666666,0.0
23,10,0.8,-0.8,1.6
23,11,0.75,0.75,0.0
24,2,-0.08333333333333333,-0.08333333333333333,0.0
24,3,-0.18181818181818182,-0.18181818181818182,0.0
24,4,0.9,0.9,0.0
24,5,-0.3333333333333333,-0.3333333333333333,0.0
24,6,-0.875,-0.875,0.0
24,7,-0.42857142857142855,0.8571428571428571,-1.2857142857142856
24,8,0.8,0.8,0.0
24,9,-0.75,-0.75,0.0
25,2,-0.46153846153846156,0.9230769230769231,-1.3846153846153846
25,4,-0.09090909090909091,-0.09090909090909091,0.0
25,5,-0.2,-0.2,0.0
25,6,0.8888888888888888,0.8888888888888888,0.0
25,7,-0.5,0.875,-1.375
25,8,-0.3333333333333333,-0.3333333333333333,0.0
25,9,-0.4,-0.4,0.0
25,10,0.75,0.75,0.0
26,1,-0.2,0.0,-0.2
26,2,-0.625,0.875,-1.5
26,3,0.0,0.8333333333333334,-0.8333333333333334
27,1,-0.07692307692307693,-0.07692307692307693,0.0
27,2,-0.08333333333333333,-0.08333333333333333,0.0
27,3,-0.18181818181818182,-0.18181818181818182,0.0
27,4,-0.8,-0.8,0.0
27,6,-0.3333333333333333,-0.3333333333333333,0.0
27,7,-0.375,0.875,-1.25
27,8,-0.8333333333333334,0.5,-1.3333333333333335
28,2,0.0,0.0,0.0
28,4,-0.1,-0.1,0.0
28,6,0.1111111111111111,0.1111111111111111,0.0
28,7,0.0,0.0,0.0
28,8,0.0,0.0,0.0
28,9,-0.16666666666666666,-0.16666666666666666,0.0
28,10,-0.4,-0.4,0.0
29,2,-0.06666666666666667,-0.06666666666666667,0.0
29,3,-0.07142857142857142,-0.07142857142857142,0.0
29,4,-0.23076923076923078,-0.23076923076923078,0.0
29,5,-0.08333333333333333,-0.08333333333333333,0.0
29,6,0.0,0.0,0.0
29,7,-0.1,-0.1,0.0
29,8,0.0,0.0,0.0
29,9,0.0,0.0,0.0
29,10,0.0,0.0,0.0
30,2,-0.06666666666666667,-0.06666666666666667,0.0
30,3,0.0,0.0,0.0
30,4,-0.15384615384615385,-0.15384615384615385,0.0
30,5,0.0,0.0,0.0
30,6,-0.2,-0.2,0.0
30,7,-0.3333333333333333,-0.3333333333333333,0.0
30,8,-0.125,-0.125,0.0
30,9,0.0,0.0,0.0
31,1,0.0,0.0,0.0
31,2,0.0,0.0,0.0
31,3,0.0,0.0,0.0
31,4,-0.15384615384615385,-0.15384615384615385,0.0
31,5,0.0,0.0,0.0
31,6,0.0,0.0,0.0
31,7,0.0,0.0,0.0
31,8,-0.375,-0.375,0.0
31,9,0.0,-0.5,0.5
32,1,-0.14285714285714285,-0.14285714285714285,0.0
32,2,0.0,0.0,0.0
32,3,-0.08333333333333333,-0.08333333333333333,0.0
32,4,-0.09090909090909091,-0.09090909090909091,0.0
32,5,0.0,0.0,0.0
32,6,0.0,0.0,0.0
32,7,0.0,0.0,0.0
32,8,0.0,0.0,0.0
32,9,-0.16666666666666666,-0.16666666666666666,0.0
33,2,-0.07692307692307693,-0.07692307692307693,0.0
33,3,-0.18181818181818182,-0.18181818181818182,0.0
33,4,0.0,0.0,0.0
33,5,-0.25,-0.25,0.0
33,6,0.0,0.0,0.0
33,7,-0.16666666666666666,-0.16666666666666666,0.0
34,2,-0.07142857142857142,-0.07142857142857142,0.0
34,3,-0.08333333333333333,-0.08333333333333333,0.0
34,4,0.0,0.0,0.0
34,6,0.0,0.0,0.0
34,7,0.0,0.0,0.0
34,8,0.0,0.0,0.0
34,9,-0.14285714285714285,-0.14285714285714285,0.0
34,10,0.16666666666666666,-0.6666666666666666,0.8333333333333333
