season,week,rank_fan_influence,pct_fan_influence,n_contestants
16,1,-1.0,0.9982059377801022,12
16,2,-1.0,0.9992766820838622,12
16,3,-1.0,0.9992071325618958,11
16,4,-1.0,0.9996190559465049,10
16,5,-1.0,0.9994097072277738,9
16,6,-0.9999999999999998,0.9997745637480007,8
16,7,-1.0,0.9988191995087664,7
16,8,-1.0,0.9997486807963575,6
16,9,-1.0,0.9999582028632878,5
16,10,-0.9428090415820635,0.9058431698038717,4
17,1,-1.0,0.9987160563696942,12
17,2,-0.9969177914775086,0.9971195892770285,12
17,3,-1.0,0.9994926529063277,11
17,4,-1.0,0.9995058340269148,10
17,5,-0.7418204762930308,0.6662327559230894,9
17,6,-1.0,0.9997787762577958,8
17,7,-0.9663199847555812,0.9422564066223817,8
17,8,-0.9605987127458537,0.9259343029090294,7
17,9,-0.7319918941302609,0.6722069926630649,6
17,10,-0.9746794344808963,0.9728912611392634,5
17,11,-1.0,0.9998767258770097,4
18,1,-0.9947666151378809,0.9797399742648959,12
18,2,-1.0,0.9991107581760169,11
18,3,-1.0,0.9998073995537646,9
18,4,-1.0,0.9995150456931012,9
18,5,-0.9947362855164327,0.9044317000316584,9
18,6,-1.0,0.9998418358189909,8
18,7,-1.0,0.9998962084390689,7
18,8,-0.8914175098142254,0.9503167484609311,6
18,9,-0.9553408063816954,0.882653166715155,5
18,10,-0.9486832980505139,0.7563060153799978,4
19,1,-0.9979327026467164,0.9952305035740762,13
19,2,-0.9782294708638846,0.9631446330144283,12
19,3,-1.0,0.9994741105722278,11
19,4,-0.9668769045279162,0.9768936175814721,10
19,5,-1.0,0.9994774966173926,9
19,6,-0.9530753503563032,0.9528360499433005,9
19,7,-0.9940297973880049,0.9921956939476952,8
19,8,-1.0,0.9994944999224001,7
19,9,-0.985184366143778,0.8460170312779044,6
19,10,-0.9999999999999999,0.9999311768478077,5
19,11,-1.0,0.9999912101391375,4
20,1,-1.0,0.999572774088495,12
20,2,-0.9036717716778072,0.8181984703521687,12
20,3,-1.0,0.9995905810704602,11
20,4,-0.9838649364000562,0.9820053823796452,10
20,5,-0.9365513942417816,0.9854974547551477,9
20,6,-0.9789641309524697,0.9963122268026651,8
20,7,-0.8504865111251246,0.7473227195117694,7
20,8,-0.9856107606091624,0.9992395812545022,6
20,9,-0.6902684899626335,0.5339827941037149,4
20,10,-1.0,1.0,3
21,1,-1.0,0.999474536719611,13
21,2,-0.9999999999999999,0.9995744939965323,13
21,3,-1.0,0.9990082855466276,10
21,4,-1.0,0.9993699138962404,10
21,5,-1.0,0.9996668787397461,9
21,6,-1.0,0.9995254414632139,9
21,7,-0.864400806929332,0.887865422734757,8
21,8,-1.0,0.9995951310710015,7
21,9,-0.8150853987290843,0.7644180576892166,6
21,10,-1.0,0.9999690054010784,4
21,11,-0.8485281374238571,0.5958334149330672,4
22,1,-1.0,0.9993666746288912,12
22,2,-1.0,0.9986532175467268,12
22,3,-1.0,0.9996981802661924,11
22,4,-0.9855118445764743,0.9731683317849814,10
22,5,-1.0,0.9996651760697819,9
22,6,-1.0,0.9996544485047166,9
22,7,-0.9524393724298515,0.9903674780473934,8
22,8,-0.6918679922364662,0.606323280568514,6
22,9,-0.9999999999999999,0.9999843158454259,5
22,10,-1.0,0.9999944948052291,3
23,1,-1.0,0.9993381427447227,13
23,2,-0.9899695618397599,0.9909727852724449,13
23,3,-1.0,0.9997278217840513,12
23,4,-1.0,0.9990523247226346,11
23,5,-0.9999999999999998,0.9998939655798067,9
23,6,-1.0,0.9997756182731063,9
23,7,-0.9753870894809196,0.9893787346205484,8
23,8,-0.9629500128629354,0.9813778388512342,7
23,9,-0.9999999999999999,0.9999787331042581,6
23,10,-0.6803360514166089,0.5508252728433476,5
23,11,-1.0,0.9999877462328439,4
24,1,-1.0,0.9990489628748168,12
24,2,-1.0,0.9995298684844286,12
24,3,-1.0,0.9998165881896867,11
24,4,-1.0,0.9996675643009416,10
24,5,-0.9768239462802045,0.9756207061404433,9
24,6,-0.7480132415430957,0.6024529349836325,8
24,7,-0.9145291883606756,0.9306014995279165,7
24,8,-0.9999999999999999,0.9997663242678902,5
24,9,-0.3162277660168379,0.2850575590832228,4
24,10,-1.0,0.9999982054538691,3
25,1,-1.0,0.9993995261876175,13
25,2,-1.0,0.9997175211514211,13
25,3,-1.0,0.9996307474532247,11
25,4,-0.9972936350917893,0.9938542344213863,11
25,5,-0.9885818466039685,0.9825243887812544,10
25,6,-1.0,0.9995775759057258,9
25,7,-1.0,0.999866655761713,8
25,8,-0.9411239481143202,0.9628060809628568,6
25,9,-0.8944271909999159,0.7638175331332764,5
25,10,-1.0,0.9999914041749649,4
26,1,-0.9868783123271914,0.9817765917089211,10
26,2,-0.9014434652418793,0.9312769620941723,8
26,3,-1.0,0.9995604416135716,6
26,4,-1.0,0.9999967939829476,3
27,1,-0.9961958568235628,0.9607301402703899,13
27,2,-0.9969286103895167,0.9970654690667031,12
27,3,-0.9885294575774258,0.9650022863384681,11
27,4,-0.8456739709630806,0.7718127934868544,10
27,5,-1.0,0.999114415122326,9
27,6,-0.9596105247487252,0.9495725154117745,9
27,7,-0.9895331061498619,0.9049666089725398,8
27,8,-0.985184366143778,0.9986653307502806,6
27,9,-0.9358192003574064,0.9064081024459932,4
28,1,-1.0,0.9987241602247242,12
28,2,-1.0,0.9985244727094066,12
28,3,-1.0,0.9990930471488052,10
28,4,-1.0,0.9995581145433335,10
28,5,-1.0,0.9996689733468571,9
28,6,-1.0,0.9997972359698496,9
28,7,-1.0,0.9998062137481981,8
28,8,-1.0,0.9995601976385675,7
28,9,-1.0,0.9994157783534333,6
28,10,-1.0,0.9999353278493875,5
28,11,-1.0,0.9999926952291299,4
29,1,-1.0,0.9990271815046556,15
29,2,-1.0,0.9995412847464945,15
29,3,-1.0,0.9988244574734958,14
29,4,-1.0,0.9996337783924749,13
29,5,-1.0,0.9993639713534938,12
29,6,-1.0,0.9995845879803765,11
29,7,-1.0,0.9995679677170803,10
29,8,-1.0,0.9998117552014876,8
29,9,-1.0,0.9999340876652206,7
29,10,-0.9999999999999999,0.999990354014602,6
29,11,-1.0,1.0,4
30,1,-1.0,0.9981073544854221,15
30,2,-1.0,0.9981148430552315,15
30,3,-0.9999999999999998,0.9997822337558585,14
30,4,-1.0,0.9997170209763181,13
30,5,-1.0,0.9995642567273957,11
30,6,-1.0,0.9998508169767741,10
30,7,-1.0,0.99978657758621,9
30,8,-1.0,0.999846130070202,8
30,9,-1.0,0.9999663109061802,6
30,10,-1.0,0.9999946201384644,4
31,1,-0.9999999999999998,0.9991707239112705,16
31,2,-1.0,0.9994719677135621,15
31,3,-0.9999999999999998,0.9996893957597415,14
31,4,-1.0,0.9996779624577911,13
31,5,-0.9999999999999999,0.9997712261483824,12
31,6,-1.0,0.9994538148618591,10
31,7,-1.0,0.9998333228276588,9
31,8,-1.0,0.9993692956942907,8
31,9,-0.9999999999999999,0.9998756606289833,6
31,10,-1.0,1.0,4
32,1,-1.0,0.9990303915933317,14
32,2,-1.0,0.99878176094469,13
32,3,-1.0,0.9995003381977479,12
32,4,-1.0,0.99949974394352,11
32,5,-1.0,0.9993615595293395,10
32,6,-1.0,0.9997305270029354,9
32,7,-1.0,0.99996581379464,8
32,8,-1.0,0.9995058236106484,7
32,9,-1.0,0.9996856530883632,6
32,10,-0.9999999999999999,0.9999496788937438,5
32,11,-1.0,0.9999885318987238,5
33,1,-1.0,0.999496790303299,13
33,2,-1.0,0.9993822338208174,13
33,3,-1.0,0.9992022727371934,11
33,4,-1.0,0.9998133926180662,9
33,5,-1.0,0.9999599267809598,8
33,6,-1.0,0.999787488256445,7
33,7,-1.0,0.9998139267132075,6
33,8,-1.0,0.9999915784589029,5
33,9,-1.0,0.99999080375065,5
34,1,-1.0,0.9993409781441027,14
34,2,-0.9999999999999998,0.9996892486394688,14
34,3,-1.0,0.9997725774475451,12
34,4,-1.0,0.9996733897028137,11
34,5,-1.0,0.9994825942620199,10
34,6,-1.0,0.9996350151257171,10
34,7,-1.0,0.9996186955502566,9
34,8,-0.9999999999999998,0.9999280552483318,8
34,9,-1.0,0.999687156936243,7
34,10,-0.9999999999999999,0.9999823343356244,6
34,11,-1.0,0.9999963346196125,5
