celebrity_name,total_score,is_eliminated,vote_mean,vote_std,vote_ci_lower,vote_ci_upper,certainty,season,week
Joey Lawrence,22.0,False,0.10572916498769412,0.0006046788887752463,0.1045828382102086,0.10699651486636684,0.9942808695325871,3,3
Mario Lopez,22.0,False,0.10560670415444993,0.0004811642974533666,0.104768949834096,0.10633649687686716,0.9954438091662281,3,3
Monique Coleman,27.0,False,0.13144706779930743,0.0007046213666326772,0.13015028008787086,0.13284513910909074,0.9946395048712042,3,3
Sara Evans,25.0,False,0.12042750642657386,0.0006401617966199943,0.119080808280372,0.12163183976309704,0.9946842559842397,3,3
Vivica A. Fox,27.0,False,0.13134924575256174,0.0006224656153775355,0.13011152880298543,0.13254075097257664,0.9952609882773887,3,3
Willa Ford,22.0,False,0.10574409089498196,0.0005901785096875948,0.10443818465527824,0.10668111624991704,0.9944188038812143,3,3
Emmitt Smith,24.0,False,0.12046289680502113,0.0007478436752972455,0.11902240292416957,0.12171921419217292,0.993791916887839,3,4
Jerry Springer,22.0,False,0.11105474932808189,0.0005756172821463029,0.10998746207037247,0.11210866117929547,0.9948168152588792,3,4
Joey Lawrence,27.0,False,0.13601975808216193,0.0008036895848861126,0.13458855730144362,0.13746889701635037,0.9940913761631552,3,4
Mario Lopez,29.0,False,0.14751242846872906,0.0006837720115996346,0.14617137552662124,0.1488251363503526,0.995364648126957,3,4
Monique Coleman,24.0,False,0.12045491276954948,0.0006991217578078942,0.11908060521906538,0.12173925420224778,0.9941959880113364,3,4
Sara Evans,20.0,False,0.10245789205178407,0.0005503316831651261,0.1014609726294863,0.10342067706323649,0.9946287038299892,3,4
Vivica A. Fox,24.0,True,0.12054521764790035,0.000577654946780966,0.11932170558636711,0.12139419734555974,0.9952079812202237,3,4
Willa Ford,28.0,False,0.14149214484677203,0.0008362617798575771,0.1397668408254042,0.1431705218526226,0.9940896946557478,3,4
Emmitt Smith,27.0,False,0.14911039016399363,0.0003629483057251853,0.14850288472574938,0.14971617463410272,0.9975659086846597,3,5
Jerry Springer,24.0,False,0.13279541875212908,0.0003133042028229394,0.13213859287046445,0.13331197559043972,0.9976407002156622,3,5
Joey Lawrence,25.0,False,0.13799568049833152,0.00037081177836136925,0.13721102597615464,0.13869419998056542,0.9973128740187933,3,5
Mario Lopez,27.0,False,0.14912291092360067,0.00037441647162540315,0.14841215050274775,0.14982940699290406,0.9974892089397502,3,5
Monique Coleman,27.0,False,0.1490774530865726,0.0003339775164936371,0.1484503093100579,0.14972953136422773,0.9977597047066554,3,5
Sara Evans,24.0,True,0.13280497242151124,0.0003306373324694107,0.13210201165584096,0.13342863875189287,0.9975103542703205,3,5
Willa Ford,27.0,True,0.1490931741538612,0.00037257403549312447,0.1483798792539777,0.14989249391356896,0.9975010657757636,3,5
Emmitt Smith,25.0,False,0.2099289938940197,0.0011776093569407446,0.20780787357958047,0.21221480144690252,0.9943904396667796,3,6
Jerry Springer,18.0,False,0.15616967307791038,0.000976330318638349,0.1543302719802437,0.15812532831914317,0.9937482719954771,3,6
Joey Lawrence,24.0,False,0.2017101261319529,0.0013074616640250767,0.1991937134721228,0.2042158116423232,0.9935181158769899,3,6
Mario Lopez,28.0,False,0.2387890995174196,0.0013561648052261277,0.2362520260669851,0.24147335900984998,0.9943206586566687,3,6
Monique Coleman,23.0,False,0.19340210737869737,0.001250546180945173,0.19060101358609696,0.1954439622054419,0.993533957835855,3,6
Emmitt Smith,28.5,False,0.2109267507373092,0.000692596119472324,0.20961872366288964,0.21220588703791063,0.9967164140297459,3,7
Jerry Springer,23.0,True,0.17184006217797598,0.0006382422531843181,0.1708645848821274,0.17310338578331086,0.9962858355316278,3,7
Joey Lawrence,28.5,False,0.21084270003521116,0.0006360448483958368,0.20947184401002453,0.21193011787987698,0.9969833205119759,3,7
Mario Lopez,28.0,False,0.2068493237756991,0.0007019827468218379,0.20543116891283691,0.2080535251102351,0.9966063087178229,3,7
Monique Coleman,27.0,False,0.19954116327380456,0.0007037738939270386,0.1982799675642692,0.20060942665383633,0.9964730390342501,3,7
Emmitt Smith,27.0,False,0.24766750418542724,0.0002847554985734523,0.247066551140085,0.24824418102794596,0.9988502508655304,3,8
Joey Lawrence,27.0,False,0.24762683471108815,0.0002888043882337347,0.24702963568161027,0.24816195592606138,0.9988337112632777,3,8
Mario Lopez,28.5,False,0.261599340736112,0.0002886703403293506,0.261033813617742,0.26215679398615865,0.9988965173248638,3,8
Monique Coleman,26.5,True,0.24310632036737242,0.0002979245253034101,0.24259389351725183,0.2436863509693322,0.9987745093387403,3,8
Emmitt Smith,29.5,False,0.3333333333333329,3.885780586188048e-16,0.3333333333333333,0.3333333333333333,0.9999999999999988,3,9
Joey Lawrence,29.5,False,0.3333333333333329,3.885780586188048e-16,0.3333333333333333,0.3333333333333333,0.9999999999999988,3,9
Mario Lopez,29.5,False,0.3333333333333329,3.885780586188048e-16,0.3333333333333333,0.3333333333333333,0.9999999999999988,3,9
Emmitt Smith,29.666600000000003,False,0.5,0.0,0.5,0.5,1.0,3,10
Mario Lopez,29.666600000000003,False,0.5,0.0,0.5,0.5,1.0,3,10
Apolo Anton Ohno,21.0,False,0.1010167414829679,0.0008174244171783833,0.09942281245604358,0.10243917665815248,0.9919080302415396,4,1
Billy Ray Cyrus,13.0,False,0.0660547681066613,0.0005607166605014621,0.0651629361347954,0.06713349842094721,0.9915113370832511,4,1
Clyde Drexler,16.0,False,0.07738767727183261,0.0005715441349082159,0.076233892990729,0.07834431500240605,0.9926145330231245,4,1
Heather Mills,18.0,False,0.08625602089527355,0.0007807582460736449,0.08447948114722799,0.08776959442548564,0.9909483623523326,4,1
Ian Ziering,21.0,False,0.1011255660541225,0.0007615169370555797,0.09972433910433018,0.10272958937696086,0.9924695903640429,4,1
Joey Fatone,24.0,False,0.1186669656634946,0.000974664526232271,0.11666941460168409,0.1203015298254428,0.9917865555861929,4,1
John Ratzenberger,17.0,False,0.08167229531012184,0.0005822022851010078,0.08066211040621016,0.0829086971763702,0.9928714837401067,4,1
Laila Ali,23.0,False,0.11253504708100288,0.0009306266770633294,0.11068922428722566,0.11413367592805834,0.9917303391147696,4,1
Leeza Gibbons,15.0,False,0.07345803147225052,0.0006245110379972896,0.07221526105676718,0.07441551988321735,0.9914983967650535,4,1
Paulina Porizkova,19.0,False,0.09080498067196084,0.0007270087493815214,0.08952455537211765,0.09208665617078601,0.9919937348810426,4,1
Shandi Finnessey,19.0,False,0.0910219059903114,0.00079247036149088,0.08961946824591673,0.09258661322642818,0.9912936303314146,4,1
Apolo Anton Ohno,26.0,False,0.10668116980149545,0.000578196138561981,0.10561534556343653,0.10789901444334628,0.9945801481213803,4,2
Billy Ray Cyrus,21.0,False,0.0853394425523835,0.0004713764453383857,0.08432752191505498,0.08629729808116027,0.9944764527252561,4,2
Clyde Drexler,18.0,False,0.07456080173135597,0.0004186054912528131,0.07372127116003697,0.07526229423610813,0.9943857163344212,4,2
Heather Mills,24.0,False,0.0975782885536982,0.0005159442280109627,0.09651973238248822,0.09859252327123688,0.9947125099685773,4,2
Ian Ziering,22.0,False,0.08922148639261877,0.0004792081710910757,0.0882824161536661,0.090198812699103,0.9946290048455109,4,2
Joey Fatone,24.0,False,0.09743306033566852,0.00047282028781246027,0.09656869010478647,0.09834604983872877,0.9951472294292765,4,2
John Ratzenberger,21.0,False,0.08536411611017584,0.00046612424405134093,0.08454350995521369,0.08629963369013131,0.9945395762846096,4,2
Laila Ali,27.0,False,0.11172483560812911,0.0005973425461831314,0.11049241243358315,0.11287583758403029,0.9946534488689848,4,2
Leeza Gibbons,21.0,False,0.0853274616329823,0.0004498823838655566,0.08450383944362756,0.08628805073431144,0.9947275780240524,4,2
Paulina Porizkova,21.0,True,0.08529421457270811,0.00048608837314806233,0.08439329171593579,0.08611928018457003,0.9943010393426661,4,2
Shandi Finnessey,20.0,False,0.08147512270878426,0.00041845437156438317,0.08061885912318381,0.0822290799421683,0.9948640228127049,4,2
Apolo Anton Ohno,23.0,False,0.10497137007586442,0.0005770061176524768,0.10390995698637868,0.1060069641403165,0.9945032048525663,4,3
Billy Ray Cyrus,21.0,False,0.09583358450907534,0.00044990918444709434,0.09486849888823942,0.09659110190818712,0.9953053077712596,4,3
Clyde Drexler,16.0,False,0.0761772919584886,0.000446640062777981,0.07530030228246834,0.07706989804484578,0.9941368345960451,4,3
Heather Mills,24.0,False,0.11001356718272244,0.0005371335697604236,0.10913367883656175,0.11096385051259396,0.9951175697369371,4,3
Ian Ziering,24.0,False,0.10997221218150495,0.0005385319433884063,0.10906343105165044,0.11091942458971148,0.9951030180014968,4,3
Joey Fatone,24.0,False,0.10996868022554435,0.000554702535399107,0.10890837026626564,0.110939314165362,0.994955813471059,4,3
John Ratzenberger,20.0,False,0.09153878772463919,0.0005092751497351265,0.09064611235145356,0.09247047023266851,0.9944365097856976,4,3
Laila Ali,21.0,False,0.09574374612143886,0.0005272624528926677,0.09483896537295951,0.09689303634315174,0.9944929828395903,4,3
Leeza Gibbons,24.0,False,0.10993520507012876,0.0005810508424988935,0.108981585413374,0.1109221122697109,0.9947146062798697,4,3
Shandi Finnessey,21.0,True,0.09584555495059303,0.0005070644751685665,0.09483071267186886,0.09675864043773767,0.9947095671215014,4,3
Apolo Anton Ohno,26.0,False,0.13698880664429242,0.001308025688039012,0.13454250428571113,0.13954691127458138,0.9904515871034963,4,4
Billy Ray Cyrus,21.0,False,0.10825525534844088,0.001012682512650989,0.10620226832598927,0.11011177560862191,0.9906454193896502,4,4
Clyde Drexler,15.0,False,0.0814684556388682,0.0007626375024158494,0.07990152616586178,0.08284055239324559,0.9906388614288154,4,4
Heather Mills,23.0,False,0.11897743666258913,0.0009504266987063296,0.11736060468982897,0.12090790237730203,0.9920117063758764,4,4
Ian Ziering,24.0,False,0.12468599499655919,0.0012856634103614712,0.12245569952886545,0.1272248180541678,0.9896887905462282,4,4
Joey Fatone,28.0,False,0.1507477814059057,0.0014216625546919683,0.14817223990135908,0.1537820289961154,0.9905692638297344,4,4
John Ratzenberger,16.0,False,0.08541168224088183,0.000812137292000808,0.08369347250052644,0.08679128833935766,0.990491496353972,4,4
Laila Ali,21.0,False,0.10805020089592544,0.0008664472341057587,0.1064384376428427,0.10965711283334285,0.9919810678099495,4,4
Leeza Gibbons,16.0,True,0.08541438616653721,0.0008963862267667694,0.08364698333697011,0.08705795988781163,0.9895054420338626,4,4
Apolo Anton Ohno,30.0,False,0.17446880238880275,0.002097566807596328,0.1707965774169471,0.17858399938012157,0.9879774104087565,4,5
Billy Ray Cyrus,17.0,False,0.09663026188851828,0.0011316213524910825,0.09452090453711881,0.09900483062249779,0.9882891619004756,4,5
Clyde Drexler,13.0,True,0.08057569069057688,0.000885840826606424,0.0789957436204634,0.08248816734496703,0.9890061032178031,4,5
Heather Mills,21.0,False,0.11586740655940879,0.0012587395238980784,0.11354627860232655,0.11807231012465436,0.9891363795801136,4,5
Ian Ziering,24.0,False,0.13258369409316367,0.0016462403856601368,0.12972042103671105,0.1356784858156161,0.98758338725648,4,5
Joey Fatone,25.0,False,0.1390943856050113,0.0017594709147338993,0.13570621573779204,0.14188822925467587,0.987350525277632,4,5
John Ratzenberger,18.0,False,0.10107116696814235,0.0013114046113425815,0.09847681805812009,0.10377367963063468,0.987024938459888,4,5
Laila Ali,28.0,False,0.15970859180637598,0.001691769926600682,0.15597082285832228,0.16248184887991016,0.9894071451794421,4,5
Apolo Anton Ohno,28.0,False,0.1649935435239434,0.000912525110748035,0.16320194089894646,0.1669712252654602,0.9944693283672909,4,6
Billy Ray Cyrus,21.0,False,0.12370101145326384,0.0008188248179337286,0.12211944496471656,0.12519858248658228,0.9933806133974653,4,6
Heather Mills,23.0,True,0.13436524826821067,0.0007400979035517336,0.1327538756189441,0.13579974928422883,0.9944918949424005,4,6
Ian Ziering,24.0,False,0.1399184703940305,0.0008040863592746547,0.13855358026000117,0.14164178213598944,0.9942531793192834,4,6
Joey Fatone,27.0,False,0.1583674158004869,0.0010330244496669673,0.1567787320965702,0.1605193419504437,0.993477039172197,4,6
John Ratzenberger,19.0,False,0.11389772200301113,0.0007321479209845251,0.11247093838281823,0.1152448686364031,0.9935718826671075,4,6
Laila Ali,28.0,False,0.16475658855705355,0.0009652833122328257,0.16290506556526543,0.16668131503711195,0.9941411550173087,4,6
Apolo Anton Ohno,27.0,False,0.17299050865610238,0.0010680143451969517,0.1710414073128226,0.1748105790121742,0.9938261679586126,4,7
Billy Ray Cyrus,19.0,False,0.12681906183849911,0.0007080814986196348,0.12564693513981207,0.1283635813085678,0.9944166004041146,4,7
Ian Ziering,27.0,False,0.1731531628487394,0.001232268255373258,0.17057169282285684,0.17549580675034088,0.9928833627113718,4,7
Joey Fatone,29.5,False,0.1910686602989519,0.001210682681261509,0.18882199556680046,0.19323311382749808,0.9936636250059678,4,7
John Ratzenberger,22.5,True,0.1452085897776678,0.0009821666583698068,0.14323454056013218,0.14700736424829125,0.9932361669521506,4,7
Laila Ali,29.5,False,0.19076001658003924,0.0011327622461085804,0.18873194899393908,0.1931148327411508,0.9940618465734233,4,7
Apolo Anton Ohno,29.0,False,0.2313153290444635,0.0015608587847988533,0.22831782830185607,0.23440790126700697,0.9932522466572078,4,8
Billy Ray Cyrus,19.0,True,0.15534441443223368,0.0009854876422961492,0.15353531513858168,0.15719141943752893,0.9936561115126153,4,8
Ian Ziering,23.5,False,0.18562918565013647,0.001193793382334405,0.1834883739910768,0.18812700338067992,0.9935689348732887,4,8
Joey Fatone,27.5,False,0.21813384891877438,0.001235063383407156,0.21558831853450158,0.2207321201445082,0.9943380479942522,4,8
Laila Ali,26.5,False,0.20957722195439213,0.001237973640759052,0.20725222519980607,0.21205324418035335,0.994092995272986,4,8
Apolo Anton Ohno,29.5,False,0.2489479615762285,0.00015088129540618295,0.24866771033214724,0.24922932610944823,0.9993939243589268,4,9
Ian Ziering,29.0,True,0.24475978440156215,0.000151984021689757,0.24447254869158452,0.24504296593306676,0.9993790482286077,4,9
Joey Fatone,30.0,False,0.25316117943807265,0.00014009273148678691,0.2528867400838107,0.25341742039964243,0.9994466263279475,4,9
Laila Ali,30.0,False,0.2531310745841366,0.00015516046135691377,0.2528418345508246,0.2534413608748902,0.9993870351097279,4,9
Apolo Anton Ohno,29.3332,False,0.3397897645461589,0.00018617642271411428,0.3393858795495938,0.34012082538455146,0.9994520834876742,4,10
Joey Fatone,28.6665,False,0.3320181855596369,0.00022019022703335204,0.3315941570858883,0.3323939827501222,0.9993368127511986,4,10
Laila Ali,28.333200000000005,False,0.3281920498942042,0.00018091931368624702,0.3278577722614029,0.3285528036878794,0.9994487394994956,4,10
