celebrity_name,total_score,judge_rank,popularity_factor,estimated_vote_share,estimated_votes,is_eliminated,season,week
Shandi Finnessey,20.0,10.0,-0.004151178539703475,0.08173080879548611,81730.80879548611,False,4,2
Apolo Anton Ohno,23.0,5.0,-0.018760583805087803,0.10550894281830585,105508.94281830585,False,4,3
Billy Ray Cyrus,21.0,6.0,-0.016298973651418098,0.09644467658363204,96444.67658363204,False,4,3
Clyde Drexler,16.0,10.0,0.2783685976436764,0.0955249777708088,95524.97777080881,False,4,3
Heather Mills,24.0,1.0,-0.02008043063995546,0.11032546384419067,110325.46384419067,False,4,3
Ian Ziering,24.0,1.0,-0.02008042706226814,0.11032546428951916,110325.46428951915,False,4,3
Joey Fatone,24.0,1.0,-0.02008042706226815,0.11032546428951914,110325.46428951915,False,4,3
John Ratzenberger,20.0,9.0,-0.015151300733456812,0.09218567198201245,92185.67198201246,False,4,3
Laila Ali,21.0,6.0,-0.016298970631041448,0.09644467687120609,96444.67687120609,False,4,3
Leeza Gibbons,24.0,1.0,-0.02008043265758209,0.11032546359304894,110325.46359304895,False,4,3
Shandi Finnessey,21.0,6.0,-0.3041332669340983,0.07258919795775694,72589.19795775694,True,4,3
Apolo Anton Ohno,26.0,2.0,-0.0017044766278473762,0.13709296616210737,137092.96616210736,False,4,4
Billy Ray Cyrus,21.0,5.0,-0.0011900681885301794,0.1082369755787558,108236.97557875581,False,4,4
Clyde Drexler,15.0,9.0,0.07438266478376603,0.08594844299792813,85948.44299792813,False,4,4
Heather Mills,23.0,4.0,-0.001379398144972447,0.11897397396268138,118973.97396268138,False,4,4
Ian Ziering,24.0,3.0,-0.001481931423931002,0.12473271742716181,124732.71742716181,False,4,4
Joey Fatone,28.0,1.0,-0.00195288522892,0.1506664980506931,150666.4980506931,False,4,4
John Ratzenberger,16.0,7.0,-0.0007945664252804439,0.08542616513809446,85426.16513809447,False,4,4
Laila Ali,21.0,5.0,-0.0011900681885301826,0.1082369755787558,108236.97557875581,False,4,4
Leeza Gibbons,16.0,7.0,-0.07599931372016129,0.08068528510382213,80685.28510382213,True,4,4
Apolo Anton Ohno,30.0,1.0,0.0,0.17450446794720378,174504.46794720378,False,4,5
Billy Ray Cyrus,17.0,7.0,0.0,0.0966446891349823,96644.6891349823,False,4,5
Clyde Drexler,13.0,8.0,0.0,0.0805777915827602,80577.7915827602,True,4,5
Heather Mills,21.0,5.0,0.0,0.11591526343091939,115915.26343091938,False,4,5
Ian Ziering,24.0,4.0,0.0,0.13285031892853846,132850.31892853847,False,4,5
Joey Fatone,25.0,3.0,0.0,0.13902831512544964,139028.31512544965,False,4,5
John Ratzenberger,18.0,6.0,0.0,0.10113899917309935,101138.99917309935,False,4,5
Laila Ali,28.0,2.0,0.0,0.15934015467704687,159340.15467704687,False,4,5
Apolo Anton Ohno,28.0,1.0,-0.01491230462025217,0.1652714301554598,165271.43015545982,False,4,6
Billy Ray Cyrus,21.0,6.0,-0.009579802806929456,0.12438845925173524,124388.45925173524,False,4,6
Heather Mills,23.0,5.0,-0.21289067028429123,0.11110742768808869,111107.42768808869,True,4,6
Ian Ziering,24.0,4.0,-0.011674587886206398,0.14057979755700756,140579.79755700755,False,4,6
Joey Fatone,27.0,3.0,-0.014050437974549874,0.1587446160442741,158744.6160442741,False,4,6
John Ratzenberger,19.0,7.0,0.19414339666011537,0.13463683931481055,134636.83931481055,False,4,6
Laila Ali,28.0,1.0,-0.01491230548085476,0.16527142998862399,165271.42998862398,False,4,6
Apolo Anton Ohno,27.0,3.0,-0.012320259461226028,0.17367482314805915,173674.82314805916,False,4,7
Billy Ray Cyrus,19.0,6.0,0.1778394959315641,0.14662896825170957,146628.96825170956,False,4,7
Ian Ziering,27.0,3.0,-0.012320259461226028,0.17367482314805915,173674.82314805916,False,4,7
Joey Fatone,29.5,1.0,-0.014260257684309833,0.19102306977880598,191023.06977880598,False,4,7
John Ratzenberger,22.5,5.0,-0.19433642015039418,0.12397524657533894,123975.24657533894,True,4,7
Laila Ali,29.5,1.0,-0.014260260744790938,0.19102306909802727,191023.06909802728,False,4,7
Apolo Anton Ohno,29.0,1.0,0.0,0.23138510784970873,231385.10784970873,False,4,8
Billy Ray Cyrus,19.0,5.0,0.0,0.15534944782567334,155349.44782567333,True,4,8
Ian Ziering,23.5,4.0,0.0,0.1858537269294955,185853.72692949552,False,4,8
Joey Fatone,27.5,2.0,0.0,0.21796238450755404,217962.38450755403,False,4,8
Laila Ali,26.5,3.0,0.0,0.20944933288756834,209449.33288756834,False,4,8
Apolo Anton Ohno,29.5,3.0,0.0,0.24892305118918626,248923.05118918626,False,4,9
Ian Ziering,29.0,4.0,0.0,0.2447570730821608,244757.0730821608,True,4,9
Joey Fatone,30.0,1.0,0.0,0.2531599378643265,253159.9378643265,False,4,9
Laila Ali,30.0,1.0,0.0,0.2531599378643265,253159.9378643265,False,4,9
Apolo Anton Ohno,29.3332,1.0,0.0,0.33979549435897405,339795.49435897404,False,4,10
Joey Fatone,28.6665,2.0,0.0,0.3320138389771359,332013.8389771359,False,4,10
Laila Ali,28.333200000000005,3.0,0.0,0.3281906666638901,328190.66666389006,False,4,10
Albert Reed,21.0,5.0,0.0,0.08103095143820306,81030.95143820306,False,5,1
Cameron Mathison,21.0,5.0,0.0,0.08103095143820306,81030.95143820306,False,5,1
Floyd Mayweather Jr. ,18.0,11.0,0.0,0.07043944307298088,70439.44307298088,False,5,1
Helio Castroneves,25.0,2.0,0.0,0.09767070095683224,97670.70095683224,False,5,1
Jane Seymour,24.0,3.0,0.0,0.0932150341418445,93215.0341418445,False,5,1
Jennie Garth,21.0,5.0,0.0,0.08103095143820306,81030.95143820306,False,5,1
Josie Maran,16.0,12.0,0.0,0.06415924289258831,64159.242892588314,True,5,1
Marie Osmond,21.0,5.0,0.0,0.08103095143820306,81030.95143820306,False,5,1
Mark Cuban,21.0,5.0,0.0,0.08103095143820306,81030.95143820306,False,5,1
Mel B,24.0,3.0,0.0,0.0932150341418445,93215.0341418445,False,5,1
Sabrina Bryan,26.0,1.0,0.0,0.1023393480807257,102339.3480807257,False,5,1
Wayne Newton,19.0,10.0,0.0,0.07380643952216857,73806.43952216857,False,5,1
Albert Reed,21.0,5.0,-0.37981838185715006,0.06159949185157975,61599.49185157975,True,5,2
Cameron Mathison,21.0,5.0,-0.023444076266337713,0.08813888844589879,88138.88844589879,False,5,2
Floyd Mayweather Jr. ,21.0,5.0,-0.023444076701846606,0.08813888840731038,88138.88840731038,False,5,2
Helio Castroneves,27.0,1.0,-0.03521262416535958,0.11491529673877234,114915.29673877233,False,5,2
Jane Seymour,21.0,5.0,-0.023444076316379608,0.08813888844146481,88138.8884414648,False,5,2
Jennie Garth,21.0,5.0,-0.023444076316379642,0.08813888844146478,88138.88844146478,False,5,2
Marie Osmond,24.0,3.0,-0.02892085395031493,0.10077273279708267,100772.73279708267,False,5,2
Mark Cuban,18.0,10.0,-0.01867747618718,0.07692068804754822,76920.68804754822,False,5,2
Mel B,23.0,4.0,-0.027009929145632158,0.09639797834224573,96397.97834224573,False,5,2
Sabrina Bryan,26.0,2.0,-0.03301830147154559,0.11002868269362716,110028.68269362715,False,5,2
Wayne Newton,15.0,11.0,0.3460146134749627,0.08680957579300531,86809.57579300531,False,5,2
Cameron Mathison,23.0,7.0,0.0,0.09551323886241943,95513.23886241943,False,5,3
Floyd Mayweather Jr. ,21.0,8.0,0.0,0.08784578696517753,87845.78696517753,False,5,3
Helio Castroneves,24.0,6.0,0.0,0.09959439310650567,99594.39310650567,False,5,3
Jane Seymour,27.0,1.0,0.0,0.1129142726239693,112914.2726239693,False,5,3
Jennie Garth,26.0,4.0,0.0,0.10828729967334924,108287.29967334925,False,5,3
Marie Osmond,26.0,4.0,0.0,0.10828729967334924,108287.29967334925,False,5,3
Mark Cuban,20.0,9.0,0.0,0.08424606417842749,84246.06417842749,False,5,3
Mel B,27.0,1.0,0.0,0.1129142726239693,112914.2726239693,False,5,3
Sabrina Bryan,27.0,1.0,0.0,0.1129142726239693,112914.2726239693,False,5,3
Wayne Newton,18.0,10.0,0.0,0.07748309966886355,77483.09966886355,True,5,3
Cameron Mathison,27.0,2.0,-0.0005306418246569449,0.11507209308221271,115072.09308221271,False,5,4
Floyd Mayweather Jr. ,23.0,8.0,-0.04813876985837512,0.09458882900251998,94588.82900251998,True,5,4
Helio Castroneves,27.0,2.0,-0.000530641824656943,0.11507209308221271,115072.09308221271,False,5,4
Jane Seymour,26.0,5.0,-0.0005004241615441834,0.11073284011483286,110732.84011483287,False,5,4
Jennie Garth,27.0,2.0,-0.000530641824656943,0.11507209308221271,115072.09308221271,False,5,4
Marie Osmond,26.0,5.0,-0.0005004241615441836,0.11073284011483286,110732.84011483287,False,5,4
Mark Cuban,22.0,9.0,0.047313563198910794,0.09886232886003497,98862.32886003498,False,5,4
Mel B,26.0,5.0,-0.0005004241615441836,0.11073284011483286,110732.84011483287,False,5,4
Sabrina Bryan,30.0,1.0,-0.0006291231091288688,0.12913404254630828,129134.04254630828,False,5,4
Cameron Mathison,26.0,3.0,0.0,0.12995961041674922,129959.61041674922,False,5,5
Helio Castroneves,23.0,6.0,0.0,0.11519434954892985,115194.34954892985,False,5,5
Jane Seymour,26.0,3.0,0.0,0.12995961041674922,129959.61041674922,False,5,5
Jennie Garth,25.0,5.0,0.0,0.12483872547151308,124838.72547151307,False,5,5
Marie Osmond,21.0,7.0,0.0,0.10629504681244965,106295.04681244965,False,5,5
Mark Cuban,21.0,7.0,0.0,0.10629504681244965,106295.04681244965,True,5,5
Mel B,29.0,1.0,0.0,0.14661743745077754,146617.43745077754,False,5,5
Sabrina Bryan,28.0,2.0,0.0,0.14084017307038188,140840.1730703819,False,5,5
Cameron Mathison,25.0,4.0,-0.005044439231664083,0.1385435644335341,138543.5644335341,False,5,6
Helio Castroneves,28.0,2.0,-0.006014792301590558,0.15556897615659812,155568.97615659813,False,5,6
Jane Seymour,22.0,7.0,0.11593797554059962,0.13679963824093438,136799.63824093438,False,5,6
Jennie Garth,27.0,3.0,-0.005676476917789261,0.1496793727376473,149679.3727376473,False,5,6
Marie Osmond,23.0,6.0,0.021421624384391796,0.13124417743665784,131244.17743665783,False,5,6
Mel B,30.0,1.0,-0.00673125961263971,0.16803129942028017,168031.29942028018,False,5,6
Sabrina Bryan,25.0,4.0,-0.15058679920139614,0.12013297157434814,120132.97157434815,True,5,6
Cameron Mathison,25.5,5.0,0.0,0.16344178474264087,163441.78474264088,False,5,7
Helio Castroneves,26.0,3.0,0.0,0.16661531287840242,166615.31287840242,False,5,7
Jane Seymour,25.0,6.0,0.0,0.16032870291673215,160328.70291673215,True,5,7
Jennie Garth,26.5,2.0,0.0,0.16985046100224918,169850.46100224918,False,5,7
Marie Osmond,26.0,3.0,0.0,0.16661531287840242,166615.31287840242,False,5,7
Mel B,27.0,1.0,0.0,0.17314842558157306,173148.42558157307,False,5,7
Cameron Mathison,25.5,3.0,-0.04165171639415633,0.18613602704323515,186136.02704323514,True,5,8
Helio Castroneves,28.5,1.0,-0.0007569709443250529,0.21707924604269258,217079.24604269257,False,5,8
Jennie Garth,25.0,4.0,-0.000619720130117874,0.19004911276708997,190049.11276708997,False,5,8
Marie Osmond,24.5,5.0,0.040406322832268866,0.19374058511369183,193740.58511369184,False,5,8
Mel B,28.0,2.0,-0.0007361922898841491,0.21299502903329046,212995.02903329046,False,5,8
Helio Castroneves,30.0,1.0,-0.0006491083150760604,0.25646220846245915,256462.20846245915,False,5,9
Jennie Garth,29.0,3.0,-0.03613442474853182,0.23926428849246564,239264.28849246565,True,5,9
Marie Osmond,28.0,4.0,0.03492087585146532,0.24781129458261605,247811.29458261604,False,5,9
Mel B,30.0,1.0,-0.0006491083150760605,0.25646220846245915,256462.20846245915,False,5,9
Helio Castroneves,27.999900000000004,2.0,0.0,0.35206183106645106,352061.83106645104,False,5,10
Marie Osmond,23.0,3.0,0.0,0.29141093295471465,291410.93295471463,False,5,10
Mel B,28.3332,1.0,0.0,0.35652723597883434,356527.23597883433,False,5,10
Adam Carolla,15.0,11.0,0.0,0.0632369260258084,63236.926025808396,False,6,1
Cristian de la Fuente,21.0,6.0,0.0,0.08504535474236215,85045.35474236215,False,6,1
Jason Taylor,22.0,4.0,0.0,0.0893505516336418,89350.55163364181,False,6,1
Kristi Yamaguchi,27.0,1.0,0.0,0.11437482524533828,114374.82524533827,False,6,1
Mario,24.0,2.0,0.0,0.09862579574627255,98625.79574627255,False,6,1
Marissa Jaret Winokur,18.0,8.0,0.0,0.07333489487741418,73334.89487741418,False,6,1
Marlee Matlin,22.0,4.0,0.0,0.0893505516336418,89350.55163364181,False,6,1
Monica Seles,15.0,11.0,0.0,0.0632369260258084,63236.926025808396,False,6,1
Penn Jillette,16.0,10.0,0.0,0.06643812870366356,66438.12870366356,False,6,1
Priscilla Presley,24.0,2.0,0.0,0.09862579574627255,98625.79574627255,False,6,1
Shannon Elizabeth,21.0,6.0,0.0,0.08504535474236215,85045.35474236215,False,6,1
Steve Guttenberg,18.0,8.0,0.0,0.07333489487741418,73334.89487741418,False,6,1
Adam Carolla,19.0,9.0,0.0,0.07314433099088785,73144.33099088786,False,6,2
